litter_id,dam_id,grid,food,year,litter_size,litter_fit,part,fieldBDate,n1_date,n2_date,mean_growth,byear,dam_age,num_trees,cone_counts,cone_index,mast,EXP,Exp_label,prev_year,cone_index_tm1,mast_tm1,local_density
3881,7736,LL,1,2007,4,3,145,2007-05-25,148,170,2.0852275,2006,1,6062,70.4884,2.723622501531508,0,f,19,2006,0.5913253212413748,0,NA
3882,7782,LL,1,2007,4,0,131,2007-05-11,134,NA,NA,2006,1,6062,70.4884,2.723622501531508,0,f,19,2006,0.5913253212413748,0,NA
3883,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3884,7816,LL,1,2007,4,0,120,2007-04-30,122,NA,NA,2003,4,6062,70.4884,2.723622501531508,0,f,19,2006,0.5913253212413748,0,NA
3885,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3886,7820,LL,1,2007,3,0,125,2007-05-05,127,NA,NA,2004,3,6062,70.4884,2.723622501531508,0,f,19,2006,0.5913253212413748,0,NA
3887,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3888,7821,LL,1,2007,4,2,140,2007-05-20,143,165,1.7181825,2005,2,6062,70.4884,2.723622501531508,0,f,19,2006,0.5913253212413748,0,NA
3889,7823,LL,1,2007,3,0,128,2007-05-08,141,155,2.533333333,2005,2,6062,70.4884,2.723622501531508,0,f,19,2006,0.5913253212413748,0,NA
3891,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3892,7893,LL,1,2007,5,2,164,2007-06-13,174,189,1.772,2006,1,6062,70.4884,2.723622501531508,0,f,19,2006,0.5913253212413748,0,NA
3893,8258,LL,1,2007,4,2,120,2007-04-30,121,147,1.9519225,2002,5,6062,70.4884,2.723622501531508,0,f,19,2006,0.5913253212413748,0,NA
3894,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3896,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3899,8445,LL,1,2007,4,2,127,2007-05-07,130,153,1.7076075,2005,2,6062,70.4884,2.723622501531508,0,f,19,2006,0.5913253212413748,0,NA
3900,8469,LL,1,2007,4,2,130,2007-05-10,133,153,1.78,2006,1,6062,70.4884,2.723622501531508,0,f,19,2006,0.5913253212413748,0,NA
3901,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3902,8529,LL,1,2007,4,1,125,2007-05-05,129,150,2.17381,2005,2,6062,70.4884,2.723622501531508,0,f,19,2006,0.5913253212413748,0,NA
3903,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3904,8570,LL,1,2007,4,4,143,2007-05-23,145,169,2.240625,2004,3,6062,70.4884,2.723622501531508,0,f,19,2006,0.5913253212413748,0,NA
3905,8608,LL,1,2007,1,0,132,2007-05-12,135,NA,NA,2004,3,6062,70.4884,2.723622501531508,0,f,19,2006,0.5913253212413748,0,NA
3906,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3907,8642,LL,1,2007,4,1,121,2007-05-01,123,146,1.394565,2004,3,6062,70.4884,2.723622501531508,0,f,19,2006,0.5913253212413748,0,NA
3908,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3909,8685,LL,1,2007,5,3,179,2007-06-28,185,204,1.514736,2006,1,6062,70.4884,2.723622501531508,0,f,19,2006,0.5913253212413748,0,NA
3910,8715,LL,1,2007,4,0,135,2007-05-15,135,159,1.57222,2006,1,6062,70.4884,2.723622501531508,0,f,19,2006,0.5913253212413748,0,NA
3911,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3912,10087,LL,1,2007,1,0,78,2007-03-19,125,125,NA,2003,4,6062,70.4884,2.723622501531508,0,f,19,2006,0.5913253212413748,0,NA
3913,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3914,10122,LL,1,2007,4,1,142,2007-05-22,155,170,1.578335,2006,1,6062,70.4884,2.723622501531508,0,f,19,2006,0.5913253212413748,0,NA
3915,10129,LL,1,2007,4,2,113,2007-04-23,129,139,2.3775,2004,3,6062,70.4884,2.723622501531508,0,f,19,2006,0.5913253212413748,0,NA
3916,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3917,10149,LL,1,2007,3,0,136,2007-05-16,139,161,1.951516666,2006,1,6062,70.4884,2.723622501531508,0,f,19,2006,0.5913253212413748,0,NA
3918,10187,LL,1,2007,2,0,133,2007-05-13,133,158,2.418,2006,1,6062,70.4884,2.723622501531508,0,f,19,2006,0.5913253212413748,0,NA
3919,10190,LL,1,2007,4,3,140,2007-05-20,149,165,2.5953125,2006,1,6062,70.4884,2.723622501531508,0,f,19,2006,0.5913253212413748,0,NA
3920,10200,LL,1,2007,5,0,170,2007-06-19,170,198,1.227854,2005,2,6062,70.4884,2.723622501531508,0,f,19,2006,0.5913253212413748,0,NA
3921,10205,LL,1,2007,3,0,145,2007-05-25,155,NA,NA,2006,1,6062,70.4884,2.723622501531508,0,f,19,2006,0.5913253212413748,0,NA
3922,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3923,10206,LL,1,2007,3,0,132,2007-05-12,134,NA,NA,2006,1,6062,70.4884,2.723622501531508,0,f,19,2006,0.5913253212413748,0,NA
3924,10231,LL,1,2007,4,2,131,2007-05-11,136,157,2.5321425,2004,3,6062,70.4884,2.723622501531508,0,f,19,2006,0.5913253212413748,0,NA
3925,10246,LL,1,2007,3,0,154,2007-06-03,162,NA,NA,2006,1,6062,70.4884,2.723622501531508,0,f,19,2006,0.5913253212413748,0,NA
3926,10289,LL,1,2007,3,1,156,2007-06-05,172,182,0.783333333,2006,1,6062,70.4884,2.723622501531508,0,f,19,2006,0.5913253212413748,0,NA
3927,10363,LL,1,2007,3,0,167,2007-06-16,172,192,1.798333333,2006,1,6062,70.4884,2.723622501531508,0,f,19,2006,0.5913253212413748,0,NA
3928,10586,LL,1,2007,5,1,126,2007-05-06,128,151,1.79913,2004,3,6062,70.4884,2.723622501531508,0,f,19,2006,0.5913253212413748,0,NA
3929,10666,LL,1,2007,5,3,139,2007-05-19,148,164,2.06,2006,1,6062,70.4884,2.723622501531508,0,f,19,2006,0.5913253212413748,0,NA
3931,11212,LL,1,2007,4,3,100,2007-04-10,100,125,1.712,2002,5,6062,70.4884,2.723622501531508,0,f,19,2006,0.5913253212413748,0,NA
3932,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3933,13673,LL,1,2007,4,1,138,2007-05-18,141,165,1.9354175,2006,1,6062,70.4884,2.723622501531508,0,f,19,2006,0.5913253212413748,0,NA
3940,7546,SU,0,2007,3,0,129,2007-05-09,129,147,NA,2005,2,1347,15.6628,1.3097220885519123,0,c,1,2006,0.25306635456696686,0,NA
3942,7584,SU,0,2007,4,0,137,2007-05-17,146,NA,NA,2004,3,1347,15.6628,1.3097220885519123,0,c,1,2006,0.25306635456696686,0,NA
3943,7592,SU,0,2007,2,0,145,2007-05-25,149,NA,NA,2006,1,1347,15.6628,1.3097220885519123,0,c,1,2006,0.25306635456696686,0,NA
3944,7643,SU,0,2007,3,0,156,2007-06-05,158,181,1.15942,2002,5,1347,15.6628,1.3097220885519123,0,c,1,2006,0.25306635456696686,0,NA
3945,7710,SU,0,2007,3,0,142,2007-05-22,146,172,1.797436666,2006,1,1347,15.6628,1.3097220885519123,0,c,1,2006,0.25306635456696686,0,NA
3946,7727,SU,0,2007,3,0,162,2007-06-11,162,189,1.293826666,2005,2,1347,15.6628,1.3097220885519123,0,c,1,2006,0.25306635456696686,0,NA
3948,7768,SU,0,2007,4,0,108,2007-04-18,113,NA,NA,2001,6,1347,15.6628,1.3097220885519123,0,c,1,2006,0.25306635456696686,0,1.6976527263135501
3949,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3951,7831,SU,0,2007,1,0,150,2007-05-30,158,175,2.47647,2005,2,1347,15.6628,1.3097220885519123,0,c,1,2006,0.25306635456696686,0,2.405008028944196
3952,7846,SU,0,2007,4,1,154,2007-06-03,159,182,1.505796666,2005,2,1347,15.6628,1.3097220885519123,0,c,1,2006,0.25306635456696686,0,1.4147106052612917
3953,7847,SU,0,2007,4,2,174,2007-06-23,178,202,1.1375025,2005,2,1347,15.6628,1.3097220885519123,0,c,1,2006,0.25306635456696686,0,2.5936361096457015
3954,7884,SU,0,2007,3,1,153,2007-06-02,156,181,2.276,2003,4,1347,15.6628,1.3097220885519123,0,c,1,2006,0.25306635456696686,0,1.6033386859627974
3955,7915,SU,0,2007,1,1,128,2007-05-08,128,154,NA,2005,2,1347,15.6628,1.3097220885519123,0,c,1,2006,0.25306635456696686,0,1.343975074998227
3956,7926,SU,0,2007,3,0,179,2007-06-28,179,204,1.597333333,2003,4,1347,15.6628,1.3097220885519123,0,c,1,2006,0.25306635456696686,0,2.206948544207615
3957,8398,SU,0,2007,2,1,149,2007-05-29,151,174,1.45435,2004,3,1347,15.6628,1.3097220885519123,0,c,1,2006,0.25306635456696686,0,2.1220659078919377
3959,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3961,8579,SU,0,2007,4,1,127,2007-05-07,130,156,1.6653825,2004,3,1347,15.6628,1.3097220885519123,0,c,1,2006,0.25306635456696686,0,2.405008028944196
3962,8593,SU,0,2007,4,2,164,2007-06-13,164,189,0.909333333,2006,1,1347,15.6628,1.3097220885519123,0,c,1,2006,0.25306635456696686,0,1.0256651888144366
3963,8644,SU,0,2007,3,0,157,2007-06-06,161,NA,NA,2006,1,1347,15.6628,1.3097220885519123,0,c,1,2006,0.25306635456696686,0,2.4757435592072605
3964,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3965,8817,SU,0,2007,3,0,154,2007-06-03,162,NA,NA,2005,2,1347,15.6628,1.3097220885519123,0,c,1,2006,0.25306635456696686,0,1.0468858478933558
3966,10133,SU,0,2007,4,3,173,2007-06-22,185,198,1.46154,2005,2,1347,15.6628,1.3097220885519123,0,c,1,2006,0.25306635456696686,0,0.9761503176302913
3967,10134,SU,0,2007,3,2,159,2007-06-08,159,184,1.644,2005,2,1347,15.6628,1.3097220885519123,0,c,1,2006,0.25306635456696686,0,2.970892271048713
3968,10139,SU,0,2007,3,1,147,2007-05-27,149,171,1.574243333,2005,2,1347,15.6628,1.3097220885519123,0,c,1,2006,0.25306635456696686,0,2.428586539031884
3969,10160,SU,0,2007,4,4,156,2007-06-05,165,186,1.008335,2005,2,1347,15.6628,1.3097220885519123,0,c,1,2006,0.25306635456696686,0,2.405008028944196
3970,10191,SU,0,2007,3,0,138,2007-05-18,139,NA,NA,2005,2,1347,15.6628,1.3097220885519123,0,c,1,2006,0.25306635456696686,0,2.970892271048713
3971,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3972,10240,SU,0,2007,2,0,167,2007-06-16,172,NA,NA,2006,1,1347,15.6628,1.3097220885519123,0,c,1,2006,0.25306635456696686,0,1.2732395447351625
3975,7882,AG,0,2008,5,0,49,2008-02-18,49,NA,NA,2006,2,289,2.2937,0.2362005677999106,0,f,19,2007,1.9844413420099247,0,NA
3976,7885,AG,0,2008,4,0,53,2008-02-22,56,NA,NA,2004,4,289,2.2937,0.2362005677999106,0,f,19,2007,1.9844413420099247,0,NA
3978,7902,AG,0,2008,5,0,80,2008-03-20,85,NA,NA,2004,4,289,2.2937,0.2362005677999106,0,f,19,2007,1.9844413420099247,0,NA
3979,7903,AG,0,2008,4,0,69,2008-03-09,70,NA,NA,2006,2,289,2.2937,0.2362005677999106,0,f,19,2007,1.9844413420099247,0,NA
3981,7916,AG,0,2008,3,0,75,2008-03-15,77,NA,NA,2006,2,289,2.2937,0.2362005677999106,0,f,19,2007,1.9844413420099247,0,NA
3982,7921,AG,0,2008,4,0,73,2008-03-13,77,97,1.19375,2007,1,289,2.2937,0.2362005677999106,0,f,19,2007,1.9844413420099247,0,NA
3983,8016,AG,0,2008,2,0,106,2008-04-15,110,NA,NA,2007,1,289,2.2937,0.2362005677999106,0,f,19,2007,1.9844413420099247,0,NA
3984,8082,AG,0,2008,4,0,98,2008-04-07,99,NA,NA,2007,1,289,2.2937,0.2362005677999106,0,f,19,2007,1.9844413420099247,0,NA
3987,8249,AG,0,2008,3,0,83,2008-03-23,100,100,NA,2006,2,289,2.2937,0.2362005677999106,0,f,19,2007,1.9844413420099247,0,NA
3989,8288,AG,0,2008,1,0,106,2008-04-15,106,128,1.85455,2007,1,289,2.2937,0.2362005677999106,0,f,19,2007,1.9844413420099247,0,NA
3990,8312,AG,0,2008,4,0,89,2008-03-29,90,114,1.759723333,2004,4,289,2.2937,0.2362005677999106,0,f,19,2007,1.9844413420099247,0,NA
3993,8353,AG,0,2008,3,0,115,2008-04-24,115,140,1.361333333,2007,1,289,2.2937,0.2362005677999106,0,f,19,2007,1.9844413420099247,0,NA
3994,8371,AG,0,2008,4,1,88,2008-03-28,90,113,1.56848,2005,3,289,2.2937,0.2362005677999106,0,f,19,2007,1.9844413420099247,0,NA
3995,8400,AG,0,2008,1,0,95,2008-04-04,96,NA,NA,2007,1,289,2.2937,0.2362005677999106,0,f,19,2007,1.9844413420099247,0,NA
3996,8468,AG,0,2008,3,1,84,2008-03-24,89,111,1.575753333,2004,4,289,2.2937,0.2362005677999106,0,f,19,2007,1.9844413420099247,0,NA
3997,8478,AG,0,2008,4,0,85,2008-03-25,86,110,1.752085,2006,2,289,2.2937,0.2362005677999106,0,f,19,2007,1.9844413420099247,0,NA
3998,8565,AG,0,2008,4,0,152,2008-05-31,154,177,1.536955,2004,4,289,2.2937,0.2362005677999106,0,f,19,2007,1.9844413420099247,0,NA
3999,8620,AG,0,2008,5,0,84,2008-03-24,91,NA,NA,2002,6,289,2.2937,0.2362005677999106,0,f,19,2007,1.9844413420099247,0,NA
4000,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4001,8656,AG,0,2008,4,2,73,2008-03-13,78,98,1.63875,2006,2,289,2.2937,0.2362005677999106,0,f,19,2007,1.9844413420099247,0,NA
4002,8662,AG,0,2008,3,0,92,2008-04-01,94,118,1.526386666,2007,1,289,2.2937,0.2362005677999106,0,f,19,2007,1.9844413420099247,0,NA
4003,8663,AG,0,2008,3,0,107,2008-04-16,108,NA,NA,2003,5,289,2.2937,0.2362005677999106,0,f,19,2007,1.9844413420099247,0,NA
4004,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4006,8690,AG,0,2008,3,1,126,2008-05-05,126,152,1.601925,2007,1,289,2.2937,0.2362005677999106,0,f,19,2007,1.9844413420099247,0,NA
4008,8721,AG,0,2008,3,0,94,2008-04-03,94,119,1.973333333,2004,4,289,2.2937,0.2362005677999106,0,f,19,2007,1.9844413420099247,0,NA
4010,8726,AG,0,2008,3,0,93,2008-04-02,93,118,2.233333333,2007,1,289,2.2937,0.2362005677999106,0,f,19,2007,1.9844413420099247,0,NA
4011,8735,AG,0,2008,3,0,94,2008-04-03,98,NA,NA,2007,1,289,2.2937,0.2362005677999106,0,f,19,2007,1.9844413420099247,0,NA
4013,10081,AG,0,2008,4,0,126,2008-05-05,127,152,2.089,2005,3,289,2.2937,0.2362005677999106,0,f,19,2007,1.9844413420099247,0,NA
4015,10112,AG,0,2008,3,1,56,2008-02-25,56,81,1.36,2005,3,289,2.2937,0.2362005677999106,0,f,19,2007,1.9844413420099247,0,NA
4016,10119,AG,0,2008,1,1,80,2008-03-20,82,106,2.90833,2005,3,289,2.2937,0.2362005677999106,0,f,19,2007,1.9844413420099247,0,NA
4017,10126,AG,0,2008,3,0,81,2008-03-21,82,NA,NA,2005,3,289,2.2937,0.2362005677999106,0,f,19,2007,1.9844413420099247,0,NA
4018,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4019,10155,AG,0,2008,3,0,86,2008-03-26,89,111,1.519696666,2005,3,289,2.2937,0.2362005677999106,0,f,19,2007,1.9844413420099247,0,NA
4020,10167,AG,0,2008,3,0,88,2008-03-28,110,110,NA,2004,4,289,2.2937,0.2362005677999106,0,f,19,2007,1.9844413420099247,0,NA
4021,10168,AG,0,2008,3,0,85,2008-03-25,86,110,2.116666666,2003,5,289,2.2937,0.2362005677999106,0,f,19,2007,1.9844413420099247,0,NA
4022,10213,AG,0,2008,3,1,50,2008-02-19,62,76,2.2,2006,2,289,2.2937,0.2362005677999106,0,f,19,2007,1.9844413420099247,0,NA
4023,10215,AG,0,2008,3,0,65,2008-03-05,70,90,1.75,2006,2,289,2.2937,0.2362005677999106,0,f,19,2007,1.9844413420099247,0,NA
4024,10219,AG,0,2008,4,2,82,2008-03-22,84,110,1.859615,2006,2,289,2.2937,0.2362005677999106,0,f,19,2007,1.9844413420099247,0,NA
4025,10253,AG,0,2008,3,0,100,2008-04-09,106,NA,NA,2006,2,289,2.2937,0.2362005677999106,0,f,19,2007,1.9844413420099247,0,NA
4026,10260,AG,0,2008,2,0,121,2008-04-30,124,146,0.21364,2006,2,289,2.2937,0.2362005677999106,0,f,19,2007,1.9844413420099247,0,NA
4027,10269,AG,0,2008,3,0,101,2008-04-10,104,126,1.745453333,2007,1,289,2.2937,0.2362005677999106,0,f,19,2007,1.9844413420099247,0,NA
4029,10304,AG,0,2008,4,2,92,2008-04-01,92,117,1.748,2006,2,289,2.2937,0.2362005677999106,0,f,19,2007,1.9844413420099247,0,NA
4030,10307,AG,0,2008,2,0,94,2008-04-03,99,119,1.5175,2006,2,289,2.2937,0.2362005677999106,0,f,19,2007,1.9844413420099247,0,NA
4031,10324,AG,0,2008,4,0,90,2008-03-30,92,115,1.6717375,2007,1,289,2.2937,0.2362005677999106,0,f,19,2007,1.9844413420099247,0,NA
4033,10352,AG,0,2008,4,0,68,2008-03-08,70,93,0.730435,2007,1,289,2.2937,0.2362005677999106,0,f,19,2007,1.9844413420099247,0,NA
4034,10353,AG,0,2008,5,0,83,2008-03-23,86,NA,NA,2007,1,289,2.2937,0.2362005677999106,0,f,19,2007,1.9844413420099247,0,NA
4036,10390,AG,0,2008,4,0,88,2008-03-28,91,117,1.272115,2007,1,289,2.2937,0.2362005677999106,0,f,19,2007,1.9844413420099247,0,NA
4037,10399,AG,0,2008,2,0,94,2008-04-03,96,119,1.85,2007,1,289,2.2937,0.2362005677999106,0,f,19,2007,1.9844413420099247,0,NA
4038,10402,AG,0,2008,4,1,104,2008-04-13,108,129,1.3654775,2007,1,289,2.2937,0.2362005677999106,0,f,19,2007,1.9844413420099247,0,NA
4039,10407,AG,0,2008,3,0,86,2008-03-26,89,111,1.416666666,2007,1,289,2.2937,0.2362005677999106,0,f,19,2007,1.9844413420099247,0,NA
4041,10569,AG,0,2008,3,0,141,2008-05-20,142,167,1.662666666,2003,5,289,2.2937,0.2362005677999106,0,f,19,2007,1.9844413420099247,0,NA
4042,10624,AG,0,2008,4,0,80,2008-03-20,82,105,0.938045,2005,3,289,2.2937,0.2362005677999106,0,f,19,2007,1.9844413420099247,0,NA
4043,10627,AG,0,2008,3,0,102,2008-04-11,103,127,2.376386666,2007,1,289,2.2937,0.2362005677999106,0,f,19,2007,1.9844413420099247,0,NA
4044,10645,AG,0,2008,3,0,76,2008-03-16,77,101,2.179166666,2007,1,289,2.2937,0.2362005677999106,0,f,19,2007,1.9844413420099247,0,NA
4045,10646,AG,0,2008,4,0,91,2008-03-31,98,NA,NA,2005,3,289,2.2937,0.2362005677999106,0,f,19,2007,1.9844413420099247,0,NA
4046,10658,AG,0,2008,4,0,105,2008-04-14,108,131,1.7706525,2007,1,289,2.2937,0.2362005677999106,0,f,19,2007,1.9844413420099247,0,NA
4048,10679,AG,0,2008,3,0,81,2008-03-21,82,110,1.60119,2007,1,289,2.2937,0.2362005677999106,0,f,19,2007,1.9844413420099247,0,NA
4049,10701,AG,0,2008,5,2,80,2008-03-20,84,105,1.534288,2006,2,289,2.2937,0.2362005677999106,0,f,19,2007,1.9844413420099247,0,NA
4062,13659,AG,0,2008,4,0,105,2008-04-14,105,NA,NA,2007,1,289,2.2937,0.2362005677999106,0,f,19,2007,1.9844413420099247,0,NA
4063,13660,AG,0,2008,3,1,97,2008-04-06,100,122,2.295453333,2007,1,289,2.2937,0.2362005677999106,0,f,19,2007,1.9844413420099247,0,NA
4067,8095,CH,0,2008,3,0,101,2008-04-10,105,NA,NA,2005,3,648,5.1024,0.6575744449200653,0,c,1,2007,2.0001900995316357,0,NA
4068,8238,CH,0,2008,2,0,106,2008-04-15,111,NA,NA,2007,1,648,5.1024,0.6575744449200653,0,c,1,2007,2.0001900995316357,0,NA
4069,8259,CH,0,2008,3,1,91,2008-03-31,101,117,2.039583333,2004,4,648,5.1024,0.6575744449200653,0,c,1,2007,2.0001900995316357,0,NA
4072,8407,CH,NA,2008,1,NA,NA,NA,104,NA,NA,2004,NA,648,5.1024,0.6575744449200653,0,c,1,2007,2.0001900995316357,0,NA
4073,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4074,8462,CH,0,2008,3,NA,NA,NA,157,157,NA,2004,NA,648,5.1024,0.6575744449200653,0,c,1,2007,2.0001900995316357,0,NA
4075,8476,CH,0,2008,1,NA,NA,NA,93,NA,NA,2004,NA,648,5.1024,0.6575744449200653,0,c,1,2007,2.0001900995316357,0,NA
4076,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4077,8505,CH,0,2008,6,0,100,2008-04-09,101,180,0.37468,2005,3,648,5.1024,0.6575744449200653,0,c,1,2007,2.0001900995316357,0,NA
4078,8588,CH,0,2008,3,1,96,2008-04-05,98,121,2.066666666,2005,3,648,5.1024,0.6575744449200653,0,c,1,2007,2.0001900995316357,0,NA
4079,8634,CH,0,2008,2,0,144,2008-05-23,172,172,NA,2007,1,648,5.1024,0.6575744449200653,0,c,1,2007,2.0001900995316357,0,NA
4080,8636,CH,NA,2008,1,NA,NA,NA,108,NA,NA,2004,NA,648,5.1024,0.6575744449200653,0,c,1,2007,2.0001900995316357,0,NA
4081,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4085,8693,CH,0,2008,2,1,91,2008-03-31,105,118,2.65,2004,4,648,5.1024,0.6575744449200653,0,c,1,2007,2.0001900995316357,0,NA
4086,8701,CH,0,2008,3,0,108,2008-04-17,111,NA,NA,2007,1,648,5.1024,0.6575744449200653,0,c,1,2007,2.0001900995316357,0,NA
4087,8825,CH,NA,2008,1,NA,NA,NA,95,NA,NA,2006,NA,648,5.1024,0.6575744449200653,0,c,1,2007,2.0001900995316357,0,NA
4088,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4089,10061,CH,0,2008,3,1,93,2008-04-02,97,118,1.376186666,2004,4,648,5.1024,0.6575744449200653,0,c,1,2007,2.0001900995316357,0,NA
4090,10062,CH,0,2008,2,0,85,2008-03-25,100,112,1.9375,2005,3,648,5.1024,0.6575744449200653,0,c,1,2007,2.0001900995316357,0,NA
4091,10065,CH,0,2008,3,0,91,2008-03-31,106,NA,NA,2004,4,648,5.1024,0.6575744449200653,0,c,1,2007,2.0001900995316357,0,NA
4092,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4093,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4094,10082,CH,0,2008,4,0,92,2008-04-01,93,NA,NA,2004,4,648,5.1024,0.6575744449200653,0,c,1,2007,2.0001900995316357,0,NA
4095,10086,CH,0,2008,1,NA,NA,NA,90,NA,NA,2004,NA,648,5.1024,0.6575744449200653,0,c,1,2007,2.0001900995316357,0,NA
4096,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4097,10125,CH,0,2008,3,0,97,2008-04-06,108,NA,NA,2005,3,648,5.1024,0.6575744449200653,0,c,1,2007,2.0001900995316357,0,NA
4098,10228,CH,0,2008,3,0,90,2008-03-30,94,117,1.794206666,2004,4,648,5.1024,0.6575744449200653,0,c,1,2007,2.0001900995316357,0,NA
4099,10239,CH,0,2008,3,0,96,2008-04-05,97,121,1.594443333,2006,2,648,5.1024,0.6575744449200653,0,c,1,2007,2.0001900995316357,0,NA
4100,10262,CH,0,2008,4,1,100,2008-04-09,101,126,1.59,2006,2,648,5.1024,0.6575744449200653,0,c,1,2007,2.0001900995316357,0,NA
4101,10264,CH,NA,2008,1,NA,NA,NA,101,NA,NA,2006,NA,648,5.1024,0.6575744449200653,0,c,1,2007,2.0001900995316357,0,NA
4102,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4103,10280,CH,0,2008,2,0,103,2008-04-12,106,131,NA,2007,1,648,5.1024,0.6575744449200653,0,c,1,2007,2.0001900995316357,0,NA
4104,10291,CH,0,2008,3,0,94,2008-04-03,96,NA,NA,2006,2,648,5.1024,0.6575744449200653,0,c,1,2007,2.0001900995316357,0,NA
4106,10693,CH,0,2008,3,1,94,2008-04-03,98,121,1.38261,2005,3,648,5.1024,0.6575744449200653,0,c,1,2007,2.0001900995316357,0,NA
4107,10696,CH,0,2008,3,1,106,2008-04-15,111,135,2.03889,2007,1,648,5.1024,0.6575744449200653,0,c,1,2007,2.0001900995316357,0,NA
4109,10713,CH,NA,2008,1,NA,NA,NA,101,NA,NA,2004,NA,648,5.1024,0.6575744449200653,0,c,1,2007,2.0001900995316357,0,NA
4110,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4111,12300,CH,0,2008,4,NA,NA,NA,125,125,NA,2007,NA,648,5.1024,0.6575744449200653,0,c,1,2007,2.0001900995316357,0,NA
4112,13665,CH,0,2008,4,1,109,2008-04-18,112,134,1.9499975,2007,1,648,5.1024,0.6575744449200653,0,c,1,2007,2.0001900995316357,0,NA
